Ticker,Description,Exchange,Market Capitalization,Sector
RVSB,Riverview Bancorp Inc,NASDAQ,144612489.42533934,Finance
RXDX,"Prometheus Biosciences, Inc.",NASDAQ,992219425.2593012,Commercial Services
RXN,Rexnord Corporation,NYSE,5709497502.708324,Producer Manufacturing
RXT,"Rackspace Technology, Inc.",NASDAQ,3998384854.4813695,Technology Services
RY,Royal Bank Of Canada,NYSE,144231584175.6442,Finance
RYAM,Rayonier Advanced Materials Inc.,NYSE,452177158.5,Process Industries
RYI,Ryerson Holding Corporation,NYSE,543646029.2856164,Non-Energy Minerals
RYTM,"Rhythm Pharmaceuticals, Inc.",NASDAQ,1029740532.1260262,Health Technology
RZLT,"Rezolute, Inc.",NASDAQ,109414837.0551181,Technology Services
SA,"Seabridge Gold, Inc.",NYSE,1340208237.5313063,Non-Energy Minerals
SABR,Sabre Corporation,NASDAQ,4450126580.944126,Technology Services
SAFM,"Sanderson Farms, Inc.",NASDAQ,3477827657.519861,Consumer Non-Durables
SAFT,"Safety Insurance Group, Inc.",NASDAQ,1178862328.45268,Finance
SAGE,"Sage Therapeutics, Inc.",NASDAQ,3326343348.5154977,Health Technology
SAH,"Sonic Automotive, Inc.",NYSE,1824346981.4529757,Retail Trade
SAIA,"Saia, Inc.",NASDAQ,5332572339.2441435,Transportation
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE,5307902200.825948,Technology Services
SAII,Software Acquisition Group Inc. II,NASDAQ,214762500.99999997,Finance
SAIL,"SailPoint Technologies Holdings, Inc.",NYSE,4632880497.894399,Technology Services
SALM,"Salem Media Group, Inc.",NASDAQ,49451839.04273504,Consumer Services
SAM,"Boston Beer Company, Inc. (The)",NYSE,11919155167.470592,Consumer Non-Durables
SAMG,Silvercrest Asset Management Group Inc.,NASDAQ,219596160.58135286,Finance
SANA,"Sana Biotechnology, Inc.",NASDAQ,4222702058.5339165,Health Technology
SAND,Sandstorm Gold Ltd.,NYSE,1609863076.3383882,Non-Energy Minerals
SANM,Sanmina Corporation,NASDAQ,2537431390.5891438,Electronic Technology
SANW,S&W Seed Company,NASDAQ,132951837.5388889,Process Industries
SASR,"Sandy Spring Bancorp, Inc.",NASDAQ,2014117490.55396,Finance
SATS,EchoStar Corporation,NASDAQ,2443070603.1855745,Electronic Technology
SAVA,"Cassava Sciences, Inc.",NASDAQ,3186689048.5019083,Health Technology
SAVE,"Spirit Airlines, Inc.",NYSE,3593476375.325143,Transportation
SB,"Safe Bulkers, Inc",NYSE,438973580.03076935,Transportation
SBBP,Strongbridge Biopharma plc,NASDAQ,196539732.28873238,Health Technology
SBCF,Seacoast Banking Corporation of Florida,NASDAQ,1829136158.1079364,Finance
SBEV,"Splash Beverage Group, Inc.",NYSE ARCA,95728108.3474448,Health Services
SBG,Sandbridge Acquisition Corporation,NYSE,286924987,Finance
SBGI,"Sinclair Broadcast Group, Inc.",NASDAQ,2398488708.92,Consumer Services
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",NYSE,2126923273.5762002,Retail Trade
SBLK,Star Bulk Carriers Corp.,NASDAQ,2196174965.232198,Transportation
SBNY,Signature Bank,NASDAQ,13513040727.194386,Finance
SBOW,"SilverBow Resorces, Inc.",NYSE,285270919.88217777,Energy Minerals
SBSI,"Southside Bancshares, Inc.",NASDAQ,1265727455.3683171,Finance
SBT,"Sterling Bancorp, Inc.",NASDAQ,226857044.65054947,Finance
SBTX,"Silverback Therapeutics, Inc.",NASDAQ,1112787675.904331,Health Technology
SBUX,Starbucks Corporation,NASDAQ,129259514648.38855,Consumer Services
SC,Santander Consumer USA Holdings Inc.,NYSE,10812243056.274006,Finance
SCCO,Southern Copper Corporation,NYSE,45982396326.81367,Non-Energy Minerals
SCHL,Scholastic Corporation,NASDAQ,1279409457.765177,Consumer Services
SCHN,"Schnitzer Steel Industries, Inc.",NASDAQ,1288091275.7827868,Non-Energy Minerals
SCHW,Charles Schwab Corporation (The),NYSE,131289701877.9706,Finance
SCI,Service Corporation International,NYSE,8708041843.286068,Consumer Services
SCKT,"Socket Mobile, Inc.",NASDAQ,43411858.05573248,Electronic Technology
SCL,Stepan Company,NYSE,2771384249.071269,Process Industries
SCM,Stellus Capital Investment Corporation,NYSE,246108232.262069,Finance
SCOA,ScION Tech Growth I,NASDAQ,705093750,Finance
SCOR,"comScore, Inc.",NASDAQ,330813226.38888884,Commercial Services
SCPE,SC Health Corporation,NYSE,229493752.99108025,Finance
SCPH,scPharmaceuticals Inc.,NASDAQ,141974800.42486086,Health Technology
SCPL,SciPlay Corporation,NASDAQ,2204247494.670349,Technology Services
SCPS,Scopus BioPharma Inc.,NASDAQ,104431241.60703811,Health Technology
SCR,Score Media and Gaming Inc. - Subordinate Voting Shares,NASDAQ,980101397.6432865,Technology Services
SCS,Steelcase Inc.,NYSE,1631513155.6744184,Producer Manufacturing
SCSC,"ScanSource, Inc.",NASDAQ,710511626.4565293,Distribution Services
SCU,"Sculptor Capital Management, Inc.",NYSE,1441819445.3178673,Finance
SCVL,"Shoe Carnival, Inc.",NASDAQ,889368803.133271,Retail Trade
SCVX,SCVX Corp.,NYSE,284625001.99596775,Finance
SCWX,SecureWorks Corp.,NASDAQ,1722151795.3693478,Technology Services
SCYX,"SCYNEXIS, Inc.",NASDAQ,154730634.4621514,Health Technology
SD,"SandRidge Energy, Inc.",NYSE,220866773.32775918,Energy Minerals
SDC,"SmileDirectClub, Inc.",NASDAQ,3437345417.55055,Health Services
SDGR,"Schrodinger, Inc.",NASDAQ,5218084913.136043,Technology Services
SDH,"Global Internet of People, Inc.",NASDAQ,67697320.58823529,Technology Services
SEAH,Sports Entertainment Acquisition Corp.,NYSE,569250003.9803343,Finance
SEAS,"SeaWorld Entertainment, Inc.",NYSE,4141276856.722361,Consumer Services
SEDG,"SolarEdge Technologies, Inc.",NASDAQ,13733669963.586025,Producer Manufacturing
SEE,Sealed Air Corporation,NYSE,8783496221.344713,Process Industries
SEED,Origin Agritech Limited,NASDAQ,51980392.21186441,Process Industries
SEEL,"Seelos Therapeutics, Inc.",NASDAQ,304540092.37341774,Health Technology
SEER,"Seer, Inc.",NASDAQ,2044832021.359218,Health Technology
SEIC,SEI Investments Company,NASDAQ,8659984244.142027,Finance
SELB,"Selecta Biosciences, Inc.",NASDAQ,532009878.39034206,Health Technology
SEM,Select Medical Holdings Corporation,NYSE,5502767319.954321,Health Services
SEMR,"SEMrush Holdings, Inc.",NYSE,2376115084.2667403,Technology Services
SENS,"Senseonics Holdings, Inc.",NYSE ARCA,1481129675.320442,Electronic Technology
SESN,"Sesen Bio, Inc.",NASDAQ,753799655.4333333,Health Technology
SF,Stifel Financial Corporation,NYSE,6365317745.122208,Finance
SFBS,"ServisFirst Bancshares, Inc.",NASDAQ,3512897589.6895633,Finance
SFE,"Safeguard Scientifics, Inc. New",NYSE,145026404.7065527,Finance
SFIX,"Stitch Fix, Inc.",NASDAQ,6339872381.136586,Retail Trade
SFL,SFL Corporation Ltd,NYSE,1014750585.2647059,Transportation
SFM,"Sprouts Farmers Market, Inc.",NASDAQ,3256895907.6776624,Retail Trade
SFNC,Simmons First National Corporation,NASDAQ,3072767171.2499166,Finance
SFT,"Shift Technologies, Inc.",NASDAQ,694191533.1736528,Finance
SFTW,Osprey Technology Acquisition Corp.,NYSE,472951875.00000006,Finance
SGBX,"SG Blocks, Inc.",NASDAQ,43494871.59166667,Producer Manufacturing
SGEN,Seagen Inc.,NASDAQ,28366683481.13809,Health Technology
SGFY,"Signify Health, Inc.",NYSE,6838707400.91713,Technology Services
SGH,"SMART Global Holdings, Inc.",NASDAQ,1052035551.0548924,Electronic Technology
SGLB,"Sigma Labs, Inc.",NASDAQ,39875672.36180904,Technology Services
SGMO,"Sangamo Therapeutics, Inc.",NASDAQ,1631616012.9117906,Health Technology
SGMS,Scientific Games Corp,NASDAQ,6950306248.973302,Consumer Services
SGOC,"SGOCO Group, Ltd",NASDAQ,203209278.16744184,Electronic Technology
SGRY,"Surgery Partners, Inc.",NASDAQ,5339393778.693297,Health Services
SGTX,"Sigilon Therapeutics, Inc.",NASDAQ,330115458.76666665,Health Technology
SGU,Star Group L.P.,NYSE,450231396.77018636,Utilities
SHAK,"Shake Shack, Inc.",NYSE,3966758805.1211467,Consumer Services
SHC,Sotera Health Company,NASDAQ,6616328556.172587,Health Technology
SHEN,Shenandoah Telecommunications Co,NASDAQ,2398270109.0036693,Communications
SHLS,"Shoals Technologies Group, Inc.",NASDAQ,5133320899.318948,Electronic Technology
SHLX,"Shell Midstream Partners, L.P.",NYSE,5962269127.112258,Industrial Services
SHOO,"Steven Madden, Ltd.",NASDAQ,3477447708.4193473,Consumer Non-Durables
SHOP,Shopify Inc.,NYSE,182372010597.51822,Retail Trade
SHSP,"SharpSpring, Inc.",NASDAQ,179763227.46530315,Technology Services
SHW,Sherwin-Williams Company (The),NYSE,71766985799.3573,Process Industries
SHYF,"The Shyft Group, Inc.",NASDAQ,1212876874.45882,Producer Manufacturing
SI,Silvergate Capital Corporation,NYSE,2402499225.68803,Finance
SIBN,"SI-BONE, Inc.",NASDAQ,1013512579.7440531,Health Technology
SIC,"Select Interior Concepts, Inc.",NASDAQ,247723132.94177732,Commercial Services
SIEB,Siebert Financial Corp.,NASDAQ,137021137.01538458,Finance
SIEN,"Sientra, Inc.",NASDAQ,433705938.6950904,Health Technology
SIG,Signet Jewelers Limited,NYSE,3847330961.6740713,Retail Trade
SIGA,SIGA Technologies Inc.,NASDAQ,484534551.7600001,Health Technology
SIGI,"Selective Insurance Group, Inc.",NASDAQ,4470005986.840567,Finance
SII,Sprott Inc.,NYSE,977027183.7583486,Finance
SILC,Silicom Ltd,NASDAQ,315866760.438386,Electronic Technology
SILK,"Silk Road Medical, Inc.",NASDAQ,1719632723.5097222,Health Technology
SILV,SilverCrest Metals Inc.,NYSE ARCA,1287120415.355872,Non-Energy Minerals
SINO,"Sino-Global Shipping America, Ltd.",NASDAQ,53863198.016528934,Transportation
SIOX,Sio Gene Therapies Inc.,NASDAQ,187807791.35036498,Health Technology
SIRI,Sirius XM Holdings Inc.,NASDAQ,25771826897.578125,Consumer Services
SITE,"SiteOne Landscape Supply, Inc.",NYSE,7348421335.749507,Distribution Services
SITM,SiTime Corporation,NASDAQ,2250218458.1288533,Electronic Technology
SIVB,SVB Financial Group,NASDAQ,28839166870.50365,Finance
SIX,Six Flags Entertainment Corporation New,NYSE,3633419748.914279,Consumer Services
SJ,Scienjoy Holding Corporation,NASDAQ,196893386.06158835,Technology Services
SJI,"South Jersey Industries, Inc.",NYSE,2938695150.4020395,Utilities
SJM,J.M. Smucker Company (The) New,NYSE,14279005968.85637,Consumer Non-Durables
SJR,Shaw Communications Inc.,NYSE,14350473611.327423,Consumer Services
SJW,SJW Group,NYSE,1887785036.007088,Utilities
SKIL,Skillsoft Corp.,NYSE,1586227562.8031251,Finance
SKIN,The Beauty Health Company,NASDAQ,2356186286.9379015,Finance
SKLZ,Skillz Inc.,NYSE,7584830850.781464,Technology Services
SKX,"Skechers U.S.A., Inc.",NYSE,7293800253.974483,Consumer Non-Durables
SKY,Skyline Champion Corporation,NYSE,2896549758.6684117,Consumer Durables
SKYW,"SkyWest, Inc.",NASDAQ,2293743629.8681083,Transportation
SLAB,"Silicon Laboratories, Inc.",NASDAQ,6308259322.928572,Electronic Technology
SLB,Schlumberger N.V.,NYSE,43753826180.925156,Industrial Services
SLCA,"U.S. Silica Holdings, Inc.",NYSE,825189714.2729703,Non-Energy Minerals
SLCT,"Select Bancorp, Inc.",NASDAQ,281835434.5978648,Finance
SLDB,Solid Biosciences Inc.,NASDAQ,431262445.88916266,Health Technology
SLF,Sun Life Financial Inc.,NYSE,29296137342.274822,Finance
SLGG,"Super League Gaming, Inc.",NASDAQ,134408068.05813953,Consumer Durables
SLGN,Silgan Holdings Inc.,NASDAQ,4472278216.611233,Process Industries
SLM,SLM Corporation,NASDAQ,6212003979.112003,Finance
SLP,"Simulations Plus, Inc.",NASDAQ,1096657492.1322916,Technology Services
SLQT,"SelectQuote, Inc.",NYSE,3212244750.9153056,Finance
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,171815348.2190227,Health Technology
SM,SM Energy Company,NYSE,2463151605.0071187,Energy Minerals
SMAR,Smartsheet Inc.,NYSE,8795370648.057585,Technology Services
SMCI,"Super Micro Computer, Inc.",NASDAQ,1710750377.4591691,Electronic Technology
SMED,Sharps Compliance Corp.,NASDAQ,177181619.35384613,Industrial Services
SMG,Scotts Miracle-Gro Company (The),NYSE,10721164385.02302,Process Industries
SMHI,SEACOR Marine Holdings Inc.,NYSE,109842498.06008583,Transportation
SMMT,Summit Therapeutics Inc.,NASDAQ,548097830.5847076,Health Technology
SMP,"Standard Motor Products, Inc.",NYSE,994407315.4234906,Consumer Durables
SMPL,The Simply Good Foods Company,NASDAQ,3434054919.50837,Consumer Non-Durables
SMSI,"Smith Micro Software, Inc.",NASDAQ,273980384.80337083,Technology Services
SMTC,Semtech Corporation,NASDAQ,4116978506.807038,Electronic Technology
SMTS,Sierra Metals Inc.,NYSE ARCA,501637971.1436031,Non-Energy Minerals
SNA,Snap-On Incorporated,NYSE,11496322995.834612,Consumer Durables
SNAP,Snap Inc.,NYSE,96238896978.1591,Technology Services
SNBR,Sleep Number Corporation,NASDAQ,2480405002.929526,Consumer Durables
SNCR,"Synchronoss Technologies, Inc.",NASDAQ,106845329.37051794,Technology Services
SNCY,"Sun Country Airlines Holdings, Inc.",NASDAQ,2312429420.2965364,Transportation
SND,"Smart Sand, Inc.",NASDAQ,121336442.49999999,Non-Energy Minerals
SNDR,"Schneider National, Inc.",NYSE,3780340459.6562357,Transportation
SNDX,"Syndax Pharmaceuticals, Inc.",NASDAQ,927819756.5242718,Health Technology
SNEX,StoneX Group Inc.,NASDAQ,1247395241.123931,Finance
SNFCA,Security National Financial Corporation,NASDAQ,151514983.22882426,Finance
SNOA,"Sonoma Pharmaceuticals, Inc.",NASDAQ,15892050.326086959,Health Technology
SNOW,Snowflake Inc.,NYSE,73786195873.7081,Technology Services
SNPR,Tortoise Acquisition Corp. II,NYSE,432112487.0645481,Finance
SNPS,"Synopsys, Inc.",NASDAQ,40558008907.68296,Technology Services
SNPX,"Synaptogenix, Inc.",NASDAQ,34835720.283018865,Health Technology
SNRH,Senior Connect Acquisition Corp. I,NASDAQ,509220011.0111903,Finance
SNSE,"Sensei Biotherapeutics, Inc.",NASDAQ,357885374.9643705,Health Technology
SNV,Synovus Financial Corp.,NYSE,6355617670.994146,Finance
SNX,Synnex Corporation,NYSE,6106510152.984537,Distribution Services
SO,Southern Company (The),NYSE,65052834736.3828,Utilities
SOAC,Sustainable Opportunities Acquisition Corp.,NYSE,372749993.0070352,Finance
SOFI,"SoFi Technologies, Inc.",NASDAQ,18309722959.50661,Finance
SOI,"Solaris Oilfield Infrastructure, Inc.",NYSE,424867564.87261146,Industrial Services
SOLO,Electrameccanica Vehicles Corp. Ltd.,NASDAQ,510440994.2922374,Consumer Durables
SOLY,"Soliton, Inc.",NASDAQ,484194538.6503342,Health Technology
SON,Sonoco Products Company,NYSE,6537871280.54479,Process Industries
SONO,"Sonos, Inc.",NASDAQ,4117958861.3262873,Electronic Technology
SP,SP Plus Corporation,NASDAQ,738164513.7895839,Commercial Services
SPB,"Spectrum Brands Holdings, Inc.",NYSE,3487459572.9282074,Consumer Durables
SPCE,"Virgin Galactic Holdings, Inc.",NYSE,8865442201.997318,Electronic Technology
SPFR,Jaws Spitfire Acquisition Corporation,NYSE,430818759.98002005,Finance
SPGI,S&P Global Inc.,NYSE,94122037476.84026,Commercial Services
SPH,"Suburban Propane Partners, L.P.",NYSE,942315570.0656168,Utilities
SPI,"SPI Energy Co., Ltd.",NASDAQ,162268837.99999997,Electronic Technology
SPKE,"Spark Energy, Inc.",NASDAQ,391825775.66931915,Utilities
SPLK,Splunk Inc.,NASDAQ,21160094276.550827,Technology Services
SPNE,SeaSpine Holdings Corporation,NASDAQ,744734017.8664008,Health Technology
SPNS,Sapiens International Corporation N.V.,NASDAQ,1486194233.2348268,Technology Services
SPNT,SiriusPoint Ltd.,NYSE,1598125770.8333333,Finance
SPNV,"Supernova Partners Acquisition Company, Inc.",NYSE,499603139.99999994,Finance
SPOK,"Spok Holdings, Inc.",NASDAQ,198085949.11961728,Communications
SPOT,Spotify Technology S.A.,NYSE,46595482422.55465,Technology Services
SPPI,"Spectrum Pharmaceuticals, Inc.",NASDAQ,689692918.7096775,Health Technology
SPR,"Spirit Aerosystems Holdings, Inc.",NYSE,5122338465.764335,Electronic Technology
SPRB,"Spruce Biosciences, Inc.",NASDAQ,269463062.53180665,Health Technology
SPRO,"Spero Therapeutics, Inc.",NASDAQ,435187972.4357284,Health Technology
SPRQ,Spartan Acquisition Corp. II,NYSE,430387490.01001006,Finance
SPRT,"Support.com, Inc.",NASDAQ,96902554.09290953,Technology Services
SPSC,"SPS Commerce, Inc.",NASDAQ,3523201906.4803815,Technology Services
SPT,"Sprout Social, Inc",NASDAQ,4774526529.172679,Technology Services
SPTN,SpartanNash Company,NASDAQ,692911442.1581581,Distribution Services
SPWH,"Sportsman's Warehouse Holdings, Inc.",NASDAQ,775812629.1206313,Retail Trade
SPWR,SunPower Corporation,NASDAQ,4376861042.843938,Producer Manufacturing
SPXC,SPX Corporation,NYSE,2583972732.1055336,Producer Manufacturing
SQ,"Square, Inc.",NYSE,107945142526.6957,Technology Services
SQBG,"Sequential Brands Group, Inc.",NASDAQ,13751979.545957921,Consumer Non-Durables
SQFT,"Presidio Property Trust, Inc.",NASDAQ,38128538.914572865,Finance
SQZ,SQZ Biotechnologies Company,NYSE,376403278.4313726,Health Technology
SR,Spire Inc.,NYSE,3747801913.8834352,Utilities
SRAC,Stable Road Acquisition Corp.,NASDAQ,255556272.2111111,Finance
SRAX,"SRAX, Inc.",NASDAQ,115699472.17604356,Commercial Services
SRCE,1st Source Corporation,NASDAQ,1156043357.640625,Finance
SRCL,"Stericycle, Inc.",NASDAQ,6439764520.638406,Industrial Services
SRE,Sempra Energy,NYSE,41711343790.12498,Utilities
SRI,"Stoneridge, Inc.",NYSE,808926378.692454,Producer Manufacturing
SRNE,"Sorrento Therapeutics, Inc.",NASDAQ,2519278269.642445,Health Technology
SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,6330112785.086152,Health Technology
SRRK,Scholar Rock Holding Corporation,NASDAQ,1066875203.6640726,Health Technology
SRT,"StarTek, Inc.",NYSE,291202555.68363136,Commercial Services
SSB,South State Corporation,NASDAQ,5756344457.103789,Finance
SSD,"Simpson Manufacturing Company, Inc.",NYSE,4663161577.835379,Producer Manufacturing
SSNC,"SS&C Technologies Holdings, Inc.",NASDAQ,18418183868.844624,Technology Services
SSNT,"SilverSun Technologies, Inc.",NASDAQ,41197979.9,Technology Services
SSP,E.W. Scripps Company (The),NASDAQ,1578989960.963928,Consumer Services
SSRM,SSR Mining Inc.,NASDAQ,3466163427.189405,Non-Energy Minerals
SSSS,SuRo Capital Corp.,NASDAQ,316362195.918797,Finance
SSTI,"ShotSpotter, Inc.",NASDAQ,483958631.1348849,Electronic Technology
SSTK,"Shutterstock, Inc.",NYSE,3392315356.740267,Technology Services
SSY,"SunLink Health Systems, Inc.",NYSE ARCA,19514549.632653058,Health Services
SSYS,"Stratasys, Ltd.",NASDAQ,1410665365.3896163,Electronic Technology
ST,Sensata Technologies Holding plc,NYSE,8922139489.274239,Electronic Technology
STAA,STAAR Surgical Company,NASDAQ,6822297710.043532,Health Technology
STBA,"S&T Bancorp, Inc.",NASDAQ,1214672703.6059206,Finance
STC,Stewart Information Services Corporation,NYSE,1481857408.0620253,Finance
STCN,"Steel Connect, Inc. Common Stock",NASDAQ,130609530.83937822,Transportation
STE,STERIS plc (Ireland),NYSE,19846990249.931297,Health Technology
STEM,"Stem, Inc.",NYSE,4412725796.776702,Finance
STEP,StepStone Group Inc.,NASDAQ,3280878134.909227,Finance
STIM,"Neuronetics, Inc.",NASDAQ,434054232.06482595,Health Technology
STKL,"SunOpta, Inc.",NASDAQ,1294477473.4119515,Consumer Non-Durables
STKS,"The ONE Group Hospitality, Inc.",NASDAQ,325178547.0065359,Consumer Services
STL,Sterling Bancorp,NYSE,4603123528.908493,Finance
STLA,Stellantis N.V.,NYSE,60809420895.76484,Consumer Durables
STLD,"Steel Dynamics, Inc.",NASDAQ,12214792004.174868,Non-Energy Minerals
STM,STMicroelectronics N.V.,NYSE,32550658230.37121,Electronic Technology
STMP,Stamps.com Inc.,NASDAQ,3677384813.984227,Commercial Services
STN,Stantec Inc,NYSE,4859450330.758863,Industrial Services
STNE,StoneCo Ltd.,NASDAQ,21175341809.813,Technology Services
STNG,Scorpio Tankers Inc.,NYSE,1250858663.559831,Transportation
STOK,"Stoke Therapeutics, Inc.",NASDAQ,1421682464.621397,Health Technology
STON,StoneMor Inc.,NYSE,317325561.85767794,Consumer Services
STPC,Star Peak Corp II,NYSE,498093729.0845071,Finance
STRA,"Strategic Education, Inc.",NASDAQ,1932900913.7839139,Consumer Services
STRL,Sterling Construction Company Inc,NASDAQ,625050802.962075,Industrial Services
STRO,"Sutro Biopharma, Inc.",NASDAQ,918570004.9460758,Health Technology
STRR,"Star Equity Holdings, Inc.",NASDAQ,13549331.046931406,Health Technology
STSA,"Satsuma Pharmaceuticals, Inc.",NASDAQ,177195328.1782531,Health Technology
STT,State Street Corporation,NYSE,27421528475.65354,Finance
STTK,"Shattuck Labs, Inc.",NASDAQ,1229481434.0720296,Health Technology
STWO,ACON S2 Acquisition Corp.,NASDAQ,310312494.9899092,Finance
STX,Seagate Technology Holdings PLC,NASDAQ,19522896862.56136,Electronic Technology
STXS,"Stereotaxis, Inc.",NYSE ARCA,721128904.845912,Health Technology
STZ,"Constellation Brands, Inc.",NYSE,42611948617.36093,Consumer Non-Durables
SU,Suncor Energy Inc.,NYSE,35236666494.72961,Energy Minerals
SUM,"Summit Materials, Inc.",NYSE,3779072697.4435635,Non-Energy Minerals
SUMO,"Sumo Logic, Inc.",NASDAQ,2358671944.2322946,Technology Services
SUMR,"Summer Infant, Inc.",NASDAQ,27527503.412942987,Distribution Services
SUN,Sunoco LP,NYSE,3679149549.609244,Distribution Services
SUNS,SLR Senior Investment Corp.,NASDAQ,243945314.8229234,Finance
SUNW,"Sunworks, Inc.",NASDAQ,258305960.5239064,Producer Manufacturing
SUP,"Superior Industries International, Inc.",NYSE,222888694.23563224,Producer Manufacturing
SUPN,"Supernus Pharmaceuticals, Inc.",NASDAQ,1701368208.6209333,Health Technology
SURF,"Surface Oncology, Inc.",NASDAQ,317898972.64197534,Health Technology
SV,Spring Valley Acquisition Corp.,NASDAQ,287787500,Finance
SVAC,Starboard Value Acquisition Corp.,NASDAQ,502766707.135,Finance
SVFA,SVF Investment Corp.,NASDAQ,747140613.5116043,Finance
SVFB,SVF Investment Corp. 2,NASDAQ,293624489.98993963,Finance
SVFC,SVF Investment Corp. 3,NASDAQ,408348001.00000006,Finance
SVM,Silvercorp Metals Inc.,NYSE ARCA,1020116739.9723758,Non-Energy Minerals
SVOK,Seven Oaks Acquisition Corp.,NASDAQ,318585934.0070922,Finance
SWAV,"ShockWave Medical, Inc.",NASDAQ,6582763065.646357,Health Technology
SWBI,"Smith & Wesson Brands, Inc.",NASDAQ,1243368264.3825302,Electronic Technology
SWBK,Switchback II Corporation,NYSE,390568755,Finance
SWCH,"Switch, Inc.",NYSE,5295116908.668193,Technology Services
SWI,SolarWinds Corporation,NYSE,5378701327.184349,Technology Services
SWIR,"Sierra Wireless, Inc.",NASDAQ,587800772.8396834,Electronic Technology
SWK,"Stanley Black & Decker, Inc.",NYSE,31478560424.06284,Consumer Durables
SWKS,"Skyworks Solutions, Inc.",NASDAQ,27786724687.744465,Electronic Technology
SWM,"Schweitzer-Mauduit International, Inc.",NYSE,1220574239.5141041,Process Industries
SWN,Southwestern Energy Company,NYSE,3357917402.138614,Energy Minerals
SWTX,"SpringWorks Therapeutics, Inc.",NASDAQ,3931268007.09225,Health Technology
SWX,"Southwest Gas Holdings, Inc.",NYSE,3665108156.6783214,Utilities
SXC,"SunCoke Energy, Inc.",NYSE,573377128.914956,Energy Minerals
SXT,Sensient Technologies Corporation,NYSE,3675805987.895885,Distribution Services
SYBX,"Synlogic, Inc.",NASDAQ,225183347.39030018,Health Technology
SYF,Synchrony Financial,NYSE,26834971234.71943,Finance
SYK,Stryker Corporation,NYSE,96036793436.33296,Health Technology
SYKE,"Sykes Enterprises, Incorporated",NASDAQ,1637686567,Technology Services
SYNA,Synaptics Incorporated,NASDAQ,5131035343.171176,Electronic Technology
SYNH,"Syneos Health, Inc.",NASDAQ,8745546164.136705,Commercial Services
SYPR,"Sypris Solutions, Inc.",NASDAQ,68704900.48780487,Producer Manufacturing
SYRS,"Syros Pharmaceuticals, Inc.",NASDAQ,347643442,Health Technology
SYX,Systemax Inc.,NYSE,1326203419.3356886,Retail Trade
SYY,Sysco Corporation,NYSE,38220284894.60573,Distribution Services
T,AT&T Inc.,NYSE,204560998371.1169,Communications
TA,TravelCenters of America Inc.,NASDAQ,414867366.586129,Consumer Services
TAC,TransAlta Corporation,NYSE,2571985877.7151213,Utilities
TACO,"Del Taco Restaurants, Inc.",NASDAQ,369778399.3458128,Consumer Services
TAIT,Taitron Components Incorporated,NASDAQ,28832991.416967515,Distribution Services
TALO,"Talos Energy, Inc.",NYSE,1394748679.5834298,Energy Minerals
TAOP,Taoping Inc.,NASDAQ,45000543.26808511,Technology Services
TAP,Molson Coors Beverage Company,NYSE,11783186948.411827,Consumer Non-Durables
TARA,"Protara Therapeutics, Inc.",NASDAQ,116216073.82827325,Health Technology
TARS,"Tarsus Pharmaceuticals, Inc.",NASDAQ,714456977.7337143,Health Technology
TAST,"Carrols Restaurant Group, Inc.",NASDAQ,306437554.5961228,Consumer Services
TBA,Thoma Bravo Advantage,NYSE,1270178049,Finance
TBBK,"The Bancorp, Inc.",NASDAQ,1305824876.5772421,Finance
TBI,"TrueBlue, Inc.",NYSE,987522115.7271774,Commercial Services
TBIO,"Translate Bio, Inc.",NASDAQ,1381274146.3432837,Health Technology
TBK,"Triumph Bancorp, Inc.",NASDAQ,1807247158.3672771,Finance
TBPH,"Theravance Biopharma, Inc.",NASDAQ,1143689484.1837778,Health Technology
TCBI,"Texas Capital Bancshares, Inc.",NASDAQ,3153744651.2587843,Finance
TCBK,TriCo Bancshares,NASDAQ,1267035600.3743315,Finance
TCDA,"Tricida, Inc.",NASDAQ,243822733.43117404,Health Technology
TCMD,"Tactile Systems Technology, Inc.",NASDAQ,996890145.3646789,Health Technology
TCON,"TRACON Pharmaceuticals, Inc.",NASDAQ,112544258.90440062,Health Technology
TCPC,BlackRock TCP Capital Corp.,NASDAQ,793722214.451613,Miscellaneous
TCRR,TCR2 Therapeutics Inc.,NASDAQ,645327049.3428736,Health Technology
TCS,Container Store (The),NYSE,615996099.3735317,Retail Trade
TD,Toronto Dominion Bank (The),NYSE,127327180030.98265,Finance
TDAC,Trident Acquisitions Corp.,NASDAQ,141697801.39424706,Finance
TDC,Teradata Corporation,NYSE,4914464092.275241,Technology Services
TDG,Transdigm Group Inc.,NYSE,35950509405.811,Electronic Technology
TDOC,"Teladoc Health, Inc.",NYSE,24153926294.09313,Health Services
TDS,"Telephone and Data Systems, Inc.",NYSE,2451358863.111864,Communications
TDW,Tidewater Inc.,NYSE,536376626.0096154,Industrial Services
TDY,Teledyne Technologies Incorporated,NYSE,19680059192.23146,Electronic Technology
TEAM,Atlassian Corporation Plc,NASDAQ,67259061122.09303,Technology Services
TECH,Bio-Techne Corp,NASDAQ,16797309168.236708,Health Technology
TECK,Teck Resources Ltd,NYSE,10945552750.746082,Non-Energy Minerals
